observation,flight,flight_type,site,species,clip_type,group_size_spp,group_size_total,young_present,any_resting,any_foraging,any_alert,any_traveling,any_fleeing,group_resting,group_foraging,group_alert,group_traveling,group_fleeing,note,exclude,score_order_BC,randassign_SL,score_order_SL
ob101,101-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob102,102-01,initial,mpala,pz,first,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,177,97,1969
ob102,102-01,initial,mpala,pz,second,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,450,68,3248
ob102,102-02,replacement,mpala,pz,first,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,143,65,2081
ob102,102-02,replacement,mpala,pz,second,6,6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,268,41,1145
ob103,103-01,initial,mpala,imp,first,31,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,11,40,4999
ob103,103-01,initial,mpala,imp,second,27,27,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,237,50,388
ob103,103-02,replacement,mpala,imp,first,25,25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,71,81,708
ob103,103-02,replacement,mpala,imp,second,26,26,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,401,42,4831
ob103,103-03,replacement,mpala,imp,first,36,37,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,196,37,1777
ob103,103-03,replacement,mpala,gz,first,1,37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,196,37,1777
ob103,103-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob103,103-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob104,104-01,initial,mpala,pz,first,10,10,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,34,8,3488
ob104,104-01,initial,mpala,pz,second,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,455,23,646
ob104,104-02,replacement,mpala,pz,first,5,10,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,179,18,1030
ob104,104-02,replacement,mpala,gg,first,5,10,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,179,18,1030
ob104,104-02,replacement,mpala,pz,second,5,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,326,21,1938
ob104,104-02,replacement,mpala,gg,second,5,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,326,21,1938
ob104,104-03,replacement,mpala,pz,first,5,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,142,29,2078
ob104,104-03,replacement,mpala,gg,first,4,9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,142,29,2078
ob104,104-03,replacement,mpala,pz,second,5,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,275,41,1299
ob104,104-03,replacement,mpala,gg,second,4,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,275,41,1299
ob105,105-01,initial,mpala,buf,first,42,42,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,158,24,3606
ob105,105-01,initial,mpala,buf,second,46,46,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,405,18,4548
ob105,105-02,replacement,mpala,buf,first,40,42,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,152,38,4549
ob105,105-02,replacement,mpala,gz,first,2,42,FALSE,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,152,38,4549
ob105,105-02,replacement,mpala,buf,second,29,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,333,64,3053
ob105,105-02,replacement,mpala,gz,second,2,31,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,333,64,3053
ob106,106-01,initial,mpala,imp,first,21,22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,101,5,3490
ob106,106-01,initial,mpala,warthog,first,1,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,101,5,3490
ob106,106-01,initial,mpala,imp,second,21,21,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,241,49,1792
ob106,106-02,replacement,mpala,imp,first,22,23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,13,66,2539
ob106,106-02,replacement,mpala,warthog,first,1,23,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,13,66,2539
ob106,106-02,replacement,mpala,imp,second,22,22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,366,37,4760
ob106,106-03,replacement,mpala,imp,first,22,24,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,17,82,2292
ob106,106-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob107,107-01,initial,mpala,imp,first,31,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,136,24,3641
ob107,107-01,initial,mpala,imp,second,29,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,322,71,4327
ob107,107-02,replacement,mpala,imp,first,23,23,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,215,58,800
ob107,107-02,replacement,mpala,imp,second,23,23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,458,42,3148
ob107,107-03,replacement,mpala,imp,first,29,29,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,188,67,908
ob107,107-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob108,108-01,initial,mpala,gz,first,5,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,211,46,1198
ob108,108-01,initial,mpala,gz,second,5,5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,430,67,786
ob109,109-01,initial,mpala,pz,first,5,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,99,0,2274
ob109,109-01,initial,mpala,pz,second,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,291,81,4204
ob109,109-02,replacement,mpala,pz,first,11,11,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,never saw prior drone,,84,52,3088
ob109,109-02,replacement,mpala,pz,second,14,14,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,367,69,2517
ob110,110-01,initial,mpala,gz,first,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,68,75,3365
ob110,110-01,initial,mpala,pz,first,25,40,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"walking, but graze-walking, not flight",,68,75,3365
ob110,110-01,initial,mpala,oryx,first,13,40,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"walking, but graze-walking, not flight",,68,75,3365
ob110,110-01,initial,mpala,imp,first,1,40,FALSE,TRUE,NAN,NAN,NAN,NAN,TRUE,FALSE,FALSE,FALSE,FALSE,,,68,75,3365
ob110,110-01,initial,mpala,gz,second,1,38,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,231,97,1719
ob110,110-01,initial,mpala,pz,second,22,38,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,231,97,1719
ob110,110-01,initial,mpala,oryx,second,13,38,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,231,97,1719
ob110,110-01,initial,mpala,imp,second,1,38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,231,97,1719
ob110,110-01,initial,mpala,gg,second,1,38,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,231,97,1719
ob110,110-02,replacement,mpala,oryx,first,12,38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,didn't see previous drone for some reason,,50,81,2245
ob110,110-02,replacement,mpala,pz,first,25,38,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,didn't see previous drone for some reason,,50,81,2245
ob110,110-02,replacement,mpala,gg,first,1,38,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,didn't see previous drone for some reason,,50,81,2245
ob110,110-02,replacement,mpala,oryx,second,13,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,382,19,2747
ob110,110-02,replacement,mpala,pz,second,21,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,382,19,2747
ob110,110-02,replacement,mpala,imp,second,1,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,382,19,2747
ob110,110-03,replacement,mpala,oryx,first,13,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,120,57,916
ob110,110-03,replacement,mpala,pz,first,16,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,120,57,916
ob110,110-03,replacement,mpala,gg,first,1,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,120,57,916
ob110,110-03,replacement,mpala,oryx,second,14,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,228,87,3706
ob110,110-03,replacement,mpala,pz,second,15,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,228,87,3706
ob110,110-03,replacement,mpala,gg,second,1,30,FALSE,NAN,TRUE,NAN,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,,,228,87,3706
ob110,110-04,replacement,mpala,oryx,first,13,36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,62,30,2908
ob110,110-04,replacement,mpala,hart,first,1,36,FALSE,NAN,TRUE,NAN,TRUE,NAN,FALSE,FALSE,FALSE,TRUE,FALSE,,,62,30,2908
ob110,110-04,replacement,mpala,pz,first,20,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"some zebras walk/run away, but this seems to pretty clearly result from another zebra (stallion, probably) chasing/displacing them",,62,30,2908
ob110,110-04,replacement,mpala,imp,first,2,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,62,30,2908
ob110,110-04,replacement,mpala,oryx,second,13,28,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,clip falls during scare?,,329,67,2132
ob110,110-04,replacement,mpala,gg,second,1,28,FALSE,NAN,TRUE,TRUE,TRUE,NAN,FALSE,FALSE,FALSE,TRUE,FALSE,clip falls during scare?,,329,67,2132
ob110,110-04,replacement,mpala,pz,second,12,28,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,clip falls during scare?,,329,67,2132
ob110,110-04,replacement,mpala,imp,second,2,28,FALSE,NAN,TRUE,TRUE,TRUE,NAN,FALSE,FALSE,TRUE,FALSE,FALSE,clip falls during scare?,,329,67,2132
ob111,111-01,initial,mpala,imp,first,34,34,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,194,48,4750
ob111,111-01,initial,mpala,imp,second,33,33,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,413,8,1251
ob111,111-02,replacement,mpala,imp,first,43,43,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,220,71,2839
ob111,111-02,replacement,mpala,imp,second,37,37,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,442,75,164
ob111,111-03,replacement,mpala,imp,first,41,41,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,95,64,2180
ob111,111-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob112,112-01,initial,mpala,imp,first,20,20,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,22,17,2032
ob112,112-01,initial,mpala,imp,second,20,20,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,380,15,4618
ob112,112-02,replacement,mpala,imp,first,20,20,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,132,24,3274
ob112,112-02,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare?,TRUE,NAN,NAN,NAN
ob113,113-01,initial,mpala,imp,first,41,41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,145,81,1405
ob113,113-01,initial,mpala,imp,second,40,40,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,289,55,4373
ob113,113-02,replacement,mpala,imp,first,42,42,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,112,49,3164
ob113,113-02,replacement,mpala,imp,second,41,41,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,396,92,3054
ob114,114-01,initial,mpala,gz,first,2,23,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,48,11,2197
ob114,114-01,initial,mpala,imp,first,21,23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,48,11,2197
ob114,114-01,initial,mpala,gz,second,2,34,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,377,78,3060
ob114,114-01,initial,mpala,imp,second,22,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,377,78,3060
ob114,114-01,initial,mpala,pz,second,10,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
ob114,114-02,replacement,mpala,imp,first,22,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,9,43,149
ob114,114-02,replacement,mpala,gz,first,2,34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,9,43,149
ob114,114-02,replacement,mpala,pz,first,10,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,9,43,149
ob114,114-02,replacement,mpala,imp,second,22,33,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,276,67,4147
ob114,114-02,replacement,mpala,gz,second,2,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,276,67,4147
ob114,114-02,replacement,mpala,pz,second,9,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,276,67,4147
ob114,114-03,replacement,mpala,imp,first,22,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,20,22,1928
ob114,114-03,replacement,mpala,gz,first,2,34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,20,22,1928
ob114,114-03,replacement,mpala,pz,first,10,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,20,22,1928
ob114,114-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob114,114-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob114,114-03,replacement,mpala,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob115,115-01,initial,mpala,gz,first,1,30,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,77,13,8
ob115,115-01,initial,mpala,pz,first,19,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,77,13,8
ob115,115-01,initial,mpala,oryx,first,10,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,77,13,8
ob115,115-01,initial,mpala,gz,second,1,36,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,428,49,2774
ob115,115-01,initial,mpala,pz,second,25,36,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,428,49,2774
ob115,115-01,initial,mpala,oryx,second,10,36,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,428,49,2774
ob115,115-02,replacement,mpala,pz,first,24,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"walking, but graze-walking, not flight",,58,87,173
ob115,115-02,replacement,mpala,oryx,first,10,34,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"walking, but graze-walking, not flight",,58,87,173
ob115,115-02,replacement,mpala,pz,second,24,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,312,10,2261
ob115,115-02,replacement,mpala,oryx,second,10,34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,312,10,2261
ob115,115-03,replacement,mpala,oryx,first,10,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,227,54,2095
ob115,115-03,replacement,mpala,gz,first,1,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,227,54,2095
ob115,115-03,replacement,mpala,pz,first,23,35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,227,54,2095
ob115,115-03,replacement,mpala,hart,first,1,35,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,227,54,2095
ob115,115-03,replacement,mpala,oryx,second,10,26,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,319,53,2439
ob115,115-03,replacement,mpala,pz,second,16,26,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,319,53,2439