flight,obs_ascent,launch_dist,clip1_start,clip1_end,ascent_start,ascent_end,approach_start,approach_end,proximity_start,proximity_end,approach_speed_mean,approach_speed_max,approach_duration_minutes,exchange_duration,takeoff_time,landing_time
068-03,75.500002416,341.98144185976776,250550.0,370550.0,6500.0,47100.0,47100.0,250550.0,102500.0,370550.0,7.047513487829859,36.755969570116,3.390833333333333,127350.0,06:42:13,07:02:40
069-01,50.9000016288,298.24664947189024,128000.0,248000.0,4900.0,56300.0,56300.0,128000.0,113600.0,248000.0,15.366097292672626,20.195983279956,1.195,,07:27:16,07:39:11
070-01,85.30000272960001,807.2307612343167,398700.0,518700.0,17000.0,53400.0,53400.0,398700.0,391600.0,518700.0,9.886890348470898,48.023960241464,5.755,,04:58:39,05:18:07
070-02,86.4000027648,808.326504493191,248900.0,368900.0,6700.0,62900.0,62900.0,248900.0,176300.0,368900.0,17.768201506107438,47.951960301072,3.1,55900.0,05:11:50,05:29:23
070-03,85.30000272960001,808.0901050064239,205100.0,325100.0,4300.0,27600.0,27600.0,205100.0,90100.0,325100.0,17.174872474884822,47.771960450092,2.9583333333333335,57600.0,05:24:30,05:40:59
071-01,65.500002096,171.80653131308253,64100.0,184100.0,4500.0,31200.0,31200.0,64100.0,54100.0,184100.0,18.49462245939272,26.423978123864003,0.5483333333333333,,06:01:20,
071-02,60.4000019328,103.3014330863582,146950.0,266950.0,3900.0,25400.0,25400.0,146950.0,48900.0,266950.0,3.9525429832374797,19.403983935644,2.0258333333333334,,06:19:03,06:39:31
071-03,60.600001939200006,89.20788173536191,141400.0,261400.0,6500.0,51000.0,51000.0,141400.0,58100.0,261400.0,4.025612828853271,33.119972580319995,1.5066666666666666,55100.0,06:36:39,06:56:07
072-01,65.10000208320001,334.92508401811114,146200.0,266200.0,3800.0,26800.0,26800.0,146200.0,104400.0,266200.0,11.378649323368132,24.2999798823,1.99,,07:22:07,07:45:42
072-02,65.2000020864,448.7215707521372,136800.0,256800.0,3900.0,33700.0,33700.0,136800.0,77100.0,256800.0,15.25364581194207,45.863962029704,1.7183333333333333,46100.0,07:41:53,07:58:28
073-01,64.8000020736,182.06156732842442,101000.0,221000.0,13900.0,64300.0,64300.0,101000.0,86300.0,221000.0,18.854139086987416,31.931973563852,0.6116666666666667,,04:41:19,05:03:15
073-02,65.90000210880001,191.03170704110318,180300.0,300300.0,6600.0,33500.0,33500.0,180300.0,62600.0,300300.0,6.713522717806605,23.507980537988,2.4466666666666668,103300.0,04:59:21,05:19:46
074-01,81.7000026144,451.57830761796043,119050.0,239050.0,4400.0,40400.0,40400.0,119050.0,76900.0,239050.0,22.50812970334999,43.91996363912,1.3108333333333333,,05:28:20,05:48:59
074-02,80.7000025824,468.69469103481384,188600.0,308600.0,6500.0,53200.0,53200.0,188600.0,103800.0,308600.0,13.022608111226655,45.575962268136,2.256666666666667,65300.0,05:44:24,06:05:04
074-03,80.9000025888,468.6943625059967,146450.0,266450.0,3500.0,28900.0,28900.0,146450.0,72800.0,266450.0,16.43018978744768,46.25996170186,1.9591666666666667,60050.0,06:01:05,06:21:50
075-01,70.40000225280001,272.2994989352164,192266.66666666666,312266.6666666666,8200.0,54700.0,54700.0,192266.66666666666,130300.0,312266.6666666666,8.591825363037856,20.483983041524,2.292777777777778,,06:49:35,07:09:37
075-02,70.8000022656,248.89766004391205,127700.0,247700.0,5000.0,34000.0,34000.0,127700.0,51800.0,247700.0,11.997595635761131,48.05996021166,1.5616666666666668,65700.0,07:06:19,07:20:31
076-01,80.6000025792,501.0504497013173,194150.0,314150.0,7400.0,63300.0,63300.0,194150.0,161500.0,314150.0,17.75544125099626,41.363965755204,2.180833333333333,,08:02:13,08:10:05
077-01,85.00000272,261.8135763864396,70050.0,190050.0,3900.0,42500.0,42500.0,70050.0,64900.0,190050.0,33.92451124009353,44.81996289402,0.45916666666666667,,08:26:44,08:43:36
078-01,40.400001292800006,680.2281772783541,175400.0,295400.0,8600.0,49700.0,49700.0,175400.0,159000.0,295400.0,19.66439142471025,45.251962536372,2.095,,12:31:09,12:51:53
078-02,50.7000016224,782.3915382855387,193100.0,313100.0,3700.0,25900.0,25900.0,193100.0,88900.0,313100.0,18.38167231999905,48.743959645384,2.7866666666666666,,12:46:34,13:05:18
078-03,50.3000016096,864.272943160532,330000.0,450000.0,7300.0,40600.0,40600.0,330000.0,200400.0,450000.0,15.079826901043386,48.23996006264,4.823333333333333,118900.0,12:57:39,13:11:33
079-01,40.8000013056,308.96188397024633,94250.0,214250.0,3800.0,30700.0,30700.0,94250.0,81400.0,214250.0,17.330465779474075,23.3999806274,1.0591666666666666,,13:07:46,13:25:53
079-02,50.20000160640001,701.8102540571119,162200.0,282200.0,3500.0,28100.0,28100.0,162200.0,95700.0,282200.0,20.162359635562012,45.71996214892,2.235,54500.0,13:21:36,13:28:59
080-01,30.500000976,657.4510711276953,85200.0,205200.0,5500.0,16800.0,16800.0,85200.0,77200.0,205200.0,35.2498275334532,48.743959645384,1.14,,04:40:12,04:59:49
080-02,20.500000656,697.7746186696581,236200.0,356200.0,7900.0,41700.0,41700.0,236200.0,145900.0,356200.0,14.46373063071383,50.183958453224,3.2416666666666667,68100.0,04:54:11,05:12:46
080-03,20.7000006624,766.2706375083699,212700.0,332700.0,4500.0,20300.0,20300.0,212700.0,90100.0,332700.0,14.815382498897195,48.05996021166,3.2066666666666666,,05:07:23,05:28:08
081-01,80.500002576,339.59959598705876,147200.0,267200.0,6300.0,63800.0,63800.0,147200.0,135200.0,267200.0,15.986305112613781,32.075973444636,1.39,,05:45:35,06:07:11
081-02,90.9000029088,359.2912966972511,128266.66666666667,248266.6666666667,5200.0,31500.0,31500.0,128266.66666666667,60800.0,248266.6666666667,14.651093965320182,48.41995991362,1.6127777777777779,66366.66666666667,06:03:23,06:26:29
081-03,80.6000025792,405.18388409639624,259650.0,379650.0,12900.0,68300.0,68300.0,259650.0,150300.0,379650.0,12.648639842070805,51.839957082240005,3.1891666666666665,94350.0,06:20:53,06:41:23
082-01,90.3000028896,561.7390658974481,186000.0,306000.0,3600.0,30000.0,30000.0,186000.0,174300.0,306000.0,15.389286870264785,46.907961165388,2.6,,06:56:46,07:16:48
082-02,95.40000305280002,738.0635912553583,278600.0,398600.0,6600.0,55800.0,55800.0,278600.0,136900.0,398600.0,15.472005539511773,49.067959377148,3.7133333333333334,,07:10:06,07:30:49
082-03,95.500003056,837.1690648156887,304900.0,424900.0,3300.0,32700.0,32700.0,304900.0,236900.0,424900.0,14.317482858808619,49.031959406952,4.536666666666667,52800.0,07:23:25,07:45:36
083-01,85.500002736,619.1449105255851,151200.0,271200.0,4700.0,49600.0,49600.0,151200.0,104200.0,271200.0,24.016699084054615,48.923959496364,1.6933333333333334,,05:37:32,05:58:29
083-02,84.9000027168,728.1413700445544,142950.0,262950.0,3100.0,27100.0,27100.0,142950.0,87900.0,262950.0,23.757661100510838,48.023960241464,1.9308333333333334,46550.0,05:54:02,06:14:07
083-03,85.1000027232,603.680364833519,190900.0,310900.0,6500.0,38900.0,38900.0,190900.0,83800.0,310900.0,16.047603516124965,48.023960241464,2.533333333333333,72000.0,06:09:33,06:29:10
084-01,76.7000024544,297.5021267543979,395050.0,515050.0,8000.0,32700.0,32700.0,395050.0,74800.0,515050.0,9.656833934396603,46.943961135584,6.039166666666667,,06:47:37,07:05:14
084-02,70.40000225280001,278.38926859869497,120100.0,240100.0,4100.0,27000.0,27000.0,120100.0,51100.0,240100.0,11.062334275952221,43.091964324612,1.5516666666666667,53500.0,07:01:58,07:21:22
084-03,71.40000228480001,279.00893935016046,133500.0,253500.0,4000.0,34600.0,34600.0,133500.0,66000.0,253500.0,12.392718278480801,45.935961970096,1.6483333333333334,44100.0,07:17:57,07:37:47
085-01,95.7000030624,358.8659968919265,144550.0,264550.0,6300.0,53300.0,53300.0,144550.0,105000.0,264550.0,15.766506947073276,39.95996691756,1.5208333333333333,,12:03:57,12:26:34
085-02,99.9000031968,353.31217620018145,167050.0,287050.0,4900.0,42100.0,42100.0,167050.0,77400.0,287050.0,13.327753077296896,48.275960032836,2.0825,53150.0,12:22:33,12:44:29
085-03,90.2000028864,358.82861195808766,158350.0,278350.0,5800.0,44000.0,44000.0,158350.0,90800.0,278350.0,12.214773887516046,47.411960748132,1.9058333333333333,47950.0,12:40:33,13:01:38
086-01,75.10000240320001,341.0322570451453,143750.0,263750.0,73600.0,101000.0,101000.0,143750.0,126000.0,263750.0,28.67214647539482,48.635959734796,0.7125,,13:18:36,13:33:30
087-01,75.0000024,504.9570421761738,142850.0,262850.0,6200.0,46100.0,46100.0,142850.0,115200.0,262850.0,22.53154766215607,45.323962476764,1.6125,,05:25:09,05:46:52
087-02,75.500002416,520.2221444287226,112450.0,232450.0,4500.0,22900.0,22900.0,112450.0,62000.0,232450.0,22.54400863980455,48.455959883816,1.4925,,05:44:02,06:05:31
087-04,75.60000241920001,508.6634872213917,153800.0,273800.0,4300.0,25200.0,25200.0,153800.0,62400.0,273800.0,17.177711716761348,47.843960390484,2.1433333333333335,81700.0,06:07:13,06:27:20
087-05,75.4000024128,691.9592748918955,186650.0,306650.0,5500.0,36300.0,36300.0,186650.0,108800.0,306650.0,17.295778381735325,47.123960986564,2.5058333333333334,61350.0,06:22:22,06:42:26
088-01,81.40000260480001,323.6583714176088,105900.0,225900.0,8900.0,36700.0,36700.0,105900.0,89400.0,225900.0,19.857181798331677,33.263972461104004,1.1533333333333333,,04:53:18,05:13:32
088-02,80.4000025728,315.0623426427581,158750.0,278750.0,4700.0,35400.0,35400.0,158750.0,58600.0,278750.0,11.029781444475166,46.547961463428,2.055833333333333,74350.0,05:09:46,05:31:15
088-03,80.4000025728,403.2359081728833,192450.0,312450.0,3200.0,23200.0,23200.0,192450.0,97100.0,312450.0,11.994541793981831,46.691961344212,2.8208333333333333,81550.0,05:26:36,05:47:34
089-01,70.2000022464,230.27069700845755,117700.0,237700.0,7600.0,56100.0,56100.0,117700.0,105300.0,237700.0,13.7835550912015,26.81997779602,1.0266666666666666,,05:58:50,06:20:32
089-02,70.2000022464,214.86792056155988,156300.0,276300.0,4100.0,36100.0,36100.0,156300.0,55500.0,276300.0,7.48984397345229,39.23996751364,2.0033333333333334,57900.0,06:17:05,06:35:46
090-01,80.4000025728,173.27850845460148,295100.0,415100.0,5500.0,48500.0,48500.0,295100.0,68700.0,415100.0,17.612288573414812,49.967958632048,4.11,,07:16:58,07:37:48
090-02,80.00000256,366.2335910260493,133900.0,253900.0,4400.0,28000.0,28000.0,133900.0,58200.0,253900.0,14.323149247829129,45.935961970096,1.765,48900.0,07:34:32,07:53:16
090-03,80.30000256960001,405.341951314955,175500.0,295500.0,5600.0,35600.0,35600.0,175500.0,69400.0,295500.0,12.538184310033417,44.999962745,2.3316666666666666,89700.0,07:49:02,08:08:26
091-01,74.1000023712,720.8532483417823,152250.0,272250.0,9400.0,38700.0,38700.0,152250.0,101100.0,272250.0,26.86310075497136,44.27996334108,1.8925,,06:38:55,06:59:39
092-01,85.9000027488,478.08342035218453,206500.0,326500.0,5600.0,44000.0,44000.0,206500.0,176900.0,326500.0,20.1489839411438,47.483960688524,2.7083333333333335,,07:38:27,07:56:17
093-01,85.80000274560001,589.475103416749,158966.66666666666,278966.6666666666,8700.0,28700.0,28700.0,158966.66666666666,136300.0,278966.6666666666,17.651303674607455,48.95995946656,2.1711111111111108,,08:17:30,08:35:50
093-02,85.7000027424,444.55866739018177,148550.0,268550.0,4900.0,34800.0,34800.0,148550.0,79800.0,268550.0,14.20581223915615,50.687958035968,1.8958333333333333,48950.0,08:31:55,08:50:32
093-03,95.00000304,325.0386089665568,116450.0,236450.0,4500.0,28300.0,28300.0,116450.0,50900.0,236450.0,15.505787162920468,48.23996006264,1.4691666666666667,69950.0,08:47:03,09:06:21
094-01,85.80000274560001,559.1733035478594,135050.0,255050.0,11300.0,49900.0,49900.0,135050.0,117200.0,255050.0,25.556101919292736,41.003966053244,1.4191666666666667,,05:41:15,06:00:47
094-02,90.3000028896,675.2442238342561,230100.0,350100.0,6100.0,41300.0,41300.0,230100.0,143700.0,350100.0,14.52391956318484,47.375960777936,3.1466666666666665,60600.0,05:55:20,06:17:07
094-03,89.500002864,586.3467358667268,309200.0,429200.0,3300.0,29200.0,29200.0,309200.0,72600.0,429200.0,19.178743341207277,47.87996036068,4.666666666666667,,06:10:24,06:29:48
094-04,90.4000028928,687.7457767525058,201200.0,321200.0,50500.0,74100.0,74100.0,201200.0,128400.0,321200.0,19.099247345826978,49.031959406952,2.118333333333333,42700.0,06:25:37,06:44:25
095-01,84.80000271360001,578.3816611830333,104500.0,224500.0,8200.0,39700.0,39700.0,104500.0,95700.0,224500.0,32.71547916519588,46.367961612448,1.08,,07:16:33,07:33:57
095-02,85.500002736,376.803124963219,145550.0,265550.0,3400.0,28900.0,28900.0,145550.0,57300.0,265550.0,14.335390653703007,47.051961046172,1.9441666666666666,65950.0,07:30:14,07:46:46
096-01,75.7000024224,700.8703474384522,128433.33333333333,248433.3333333333,4000.0,46400.0,46400.0,128433.33333333333,114500.0,248433.3333333333,31.78183628356894,47.843960390484,1.3672222222222221,,08:52:23,09:09:29
096-02,75.500002416,823.5823984215468,156900.0,276900.0,3100.0,23800.0,23800.0,156900.0,86100.0,276900.0,23.81310508278538,48.815959585776,2.2183333333333333,49600.0,09:04:54,09:25:14
097-01,120.8000038656,761.9048602748828,153550.0,273550.0,4500.0,60500.0,60500.0,153550.0,128800.0,273550.0,30.728183029513005,46.871961195192,1.5508333333333333,,12:10:02,12:28:17
098-01,120.2000038464,1164.5843703522557,181600.0,301600.0,4000.0,43300.0,43300.0,181600.0,161800.0,301600.0,32.446021489925435,48.167960122248,2.305,,12:35:02,12:56:18
099-01,120.8000038656,848.2735237642563,210050.0,330050.0,3800.0,39900.0,39900.0,210050.0,189400.0,330050.0,19.707198859482155,38.33996825874,2.8358333333333334,,05:43:46,06:03:16
100-01,120.8000038656,926.4904460250388,139000.0,259000.0,14900.0,49800.0,49800.0,139000.0,120300.0,259000.0,38.400761823004856,48.275960032836,1.4866666666666666,,06:25:23,06:45:00
101-01,81.000002592,433.522932418465,247300.0,367300.0,6000.0,46800.0,46800.0,247300.0,126600.0,367300.0,12.771471731990655,36.863969480704,3.341666666666667,,11:52:41,12:15:28
101-02,59.000001888,468.9048344720136,282600.0,402600.0,3700.0,30000.0,30000.0,282600.0,190400.0,402600.0,14.085355156501734,46.151961791272,4.21,,12:09:16,12:29:39
101-03,59.700001910400005,505.65188322149413,158850.0,278850.0,3800.0,27900.0,27900.0,158850.0,82000.0,278850.0,14.568675245247203,45.251962536372,2.1825,67950.0,12:25:30,12:46:08
102-01,80.1000025632,339.30114787679224,110500.0,230500.0,7500.0,35600.0,35600.0,110500.0,93200.0,230500.0,25.144440512894906,45.431962387352,1.2483333333333333,,13:03:20,13:24:42
102-02,81.000002592,480.0137086905296,314950.0,434950.0,6800.0,38100.0,38100.0,314950.0,247300.0,434950.0,16.702072682792085,54.8999545489,4.614166666666667,,13:18:21,13:39:11
103-01,75.3000024096,260.65206063888917,144750.0,264750.0,4900.0,43300.0,43300.0,144750.0,114000.0,264750.0,11.201468203898736,36.647969659528,1.6908333333333334,,05:05:32,05:24:19
103-02,70.500002256,254.60987677673103,116300.0,236300.0,4500.0,31100.0,31100.0,116300.0,55400.0,236300.0,11.655268260463638,35.63997049404,1.42,46300.0,05:21:16,05:40:38
103-03,70.40000225280001,295.70106646622486,132800.0,252800.0,6700.0,33200.0,33200.0,132800.0,55100.0,252800.0,11.600842854799543,46.943961135584,1.66,55600.0,05:37:23,05:58:15
104-01,120.500003856,466.5408175271572,126700.0,246700.0,3700.0,39600.0,39600.0,126700.0,98300.0,246700.0,21.874061329945015,38.87996781168,1.4516666666666667,,06:21:06,06:40:04
104-02,100.500003216,588.5571416219531,265200.0,385200.0,5100.0,42300.0,42300.0,265200.0,217400.0,385200.0,9.787879061738126,49.427959079108,3.715,71300.0,06:35:25,06:54:39
104-03,101.000003232,586.6807084900175,187800.0,307800.0,3800.0,31800.0,31800.0,187800.0,85200.0,307800.0,16.025995182949895,48.635959734796,2.6,84700.0,06:49:42,07:11:06
105-01,90.6000028992,460.6410843895965,133050.0,253050.0,4300.0,30600.0,30600.0,133050.0,110500.0,253050.0,19.44069748304904,43.955963609316,1.7075,,04:52:46,05:13:14
105-02,80.1000025632,486.518545404506,208950.0,328950.0,6900.0,35000.0,35000.0,208950.0,71100.0,328950.0,11.799743126868583,47.15996095676,2.8991666666666664,66150.0,05:09:10,05:29:58
106-01,90.7000029024,257.0947943859481,70400.0,190400.0,2800.0,28200.0,28200.0,70400.0,60100.0,190400.0,21.582543283116568,31.175974189736003,0.7033333333333334,,05:20:04,05:37:56
106-02,85.60000273920001,204.00243763520237,136100.0,256100.0,3400.0,31300.0,31300.0,136100.0,45600.0,256100.0,7.084396845453502,47.015961075976,1.7466666666666666,60500.0,05:34:47,05:55:00
106-03,85.1000027232,216.0056520135333,119100.0,239100.0,4000.0,42800.0,42800.0,119100.0,63700.0,239100.0,10.680133450518984,46.475961523036,1.2716666666666667,48300.0,05:51:45,06:06:40
107-01,85.80000274560001,274.7065237665476,296500.0,416500.0,12400.0,40400.0,40400.0,296500.0,280000.0,416500.0,15.044251159859511,39.77996706658,4.2683333333333335,,06:20:46,06:39:31
107-02,65.500002096,291.1681846925296,123350.0,243350.0,3300.0,24700.0,24700.0,123350.0,54500.0,243350.0,10.970841083836733,40.355966589716,1.6441666666666668,53750.0,06:36:23,06:55:15
107-03,65.3000020896,307.3386814121645,123550.0,243550.0,3900.0,27500.0,27500.0,123550.0,49300.0,243550.0,12.249438363801078,48.41995991362,1.6008333333333333,65350.0,06:51:55,07:12:28
108-01,89.70000287040001,509.60160651856245,180100.0,300100.0,4100.0,30400.0,30400.0,180100.0,160200.0,300100.0,14.169609108491587,49.175959287736,2.495,,07:09:14,07:29:12
109-01,120.8000038656,667.7777066661307,247350.0,367350.0,5100.0,52200.0,52200.0,247350.0,149000.0,367350.0,12.544397523052796,32.3999731764,3.2525,,08:02:52,08:24:22
109-02,100.6000032192,699.9463163027169,359200.0,479200.0,4200.0,51400.0,51400.0,359200.0,202400.0,479200.0,13.180647615957389,43.55996393716,5.13,,08:17:14,08:38:41
110-01,120.3000038496,900.1587831727003,161150.0,281150.0,6600.0,35800.0,35800.0,161150.0,141800.0,281150.0,26.463227084117975,48.347959973228,2.089166666666667,,05:03:27,05:23:44
110-02,121.60000389120002,1018.6250429038188,147900.0,267900.0,3000.0,48200.0,48200.0,147900.0,127800.0,267900.0,36.75025645175326,48.275960032836,1.6616666666666666,,05:21:43,05:40:19
110-03,110.500003536,1013.3028273344627,218350.0,338350.0,15100.0,42200.0,42200.0,218350.0,130400.0,338350.0,21.33960598224088,47.87996036068,2.9358333333333335,70650.0,05:34:18,05:52:24
110-04,115.00000368,1064.8030205592577,200533.33333333334,320533.3333333334,3600.0,34500.0,34500.0,200533.33333333334,121800.0,320533.3333333334,24.810250579695037,47.951960301072,2.7672222222222222,49433.33333333334,05:46:35,06:07:27
111-01,80.4000025728,230.85003084015773,81300.0,201300.0,9100.0,42800.0,42800.0,81300.0,71700.0,201300.0,22.034237632758018,37.151969242272,0.6416666666666667,,06:41:07,07:01:18
111-02,70.30000224960001,290.7171978703908,146000.0,266000.0,4700.0,30300.0,30300.0,146000.0,68100.0,266000.0,9.313715985520494,44.45996319206,1.9283333333333332,51100.0,06:57:51,07:18:10
111-03,69.4000022208,331.26294054166954,142800.0,262800.0,4800.0,31400.0,31400.0,142800.0,58500.0,262800.0,12.005524852003626,46.007961910488,1.8566666666666667,65900.0,07:14:39,07:31:34
112-01,80.80000258560001,555.4594948438782,178600.0,298600.0,4700.0,41100.0,41100.0,178600.0,156600.0,298600.0,15.35831573075833,48.923959496364,2.2916666666666665,,07:32:57,07:51:24
112-02,55.500001776000005,555.4547338176507,174650.0,294650.0,4600.0,23100.0,23100.0,174650.0,67700.0,294650.0,13.979539228624256,46.007961910488,2.5258333333333334,50950.0,07:47:39,08:08:11
113-01,74.9000023968,266.7652972220872,55150.0,175150.0,4300.0,24800.0,24800.0,55150.0,47400.0,175150.0,31.400734003659696,46.835961224996,0.5058333333333334,,05:16:25,05:34:57
113-02,65.2000020864,259.81304184787314,128300.0,248300.0,20800.0,53700.0,53700.0,128300.0,75100.0,248300.0,13.33923296222985,48.05996021166,1.2433333333333334,45300.0,05:31:40,05:49:28
114-01,65.60000209920001,368.7290678537691,182850.0,302850.0,5000.0,31800.0,31800.0,182850.0,125700.0,302850.0,9.270149056753505,25.73997869014,2.5175,,06:03:19,06:22:29
114-02,70.500002256,387.75553814584714,155250.0,275250.0,5000.0,35000.0,35000.0,155250.0,67700.0,275250.0,11.862185477792828,50.03995857244,2.004166666666667,61450.0,06:18:46,06:37:51
114-03,70.60000225920001,403.997130410669,151950.0,271950.0,4200.0,30800.0,30800.0,151950.0,71100.0,271950.0,13.015850241262438,37.25996915286,2.0191666666666666,64950.0,06:34:00,06:53:51
115-01,120.00000384,1011.1560883383053,187000.0,307000.0,4600.0,36700.0,36700.0,187000.0,176700.0,307000.0,25.64550309267969,47.591960599112,2.505,,05:32:08,05:51:34
115-02,105.2000033664,1145.8491077198416,214350.0,334350.0,3400.0,34100.0,34100.0,214350.0,137600.0,334350.0,25.045065970653308,48.275960032836,3.004166666666667,60650.0,05:45:14,06:06:24
115-03,115.00000368,1377.0439964723896,264800.0,384800.0,3800.0,37600.0,37600.0,264800.0,175100.0,384800.0,23.28305022227496,48.923959496364,3.7866666666666666,65000.0,05:59:05,06:19:23
